title,description,value
Ajustes em site Opencart tema Journal,"Preciso de um programador para fazer vários ajustes em um site, a maioria coisas simples, listei eles abaixo:
- tirar link ao clicar na imagem dos produtos e no carrinho
- tirar (+) no preço da lista de variações
- ajustar tamanho da imagem dos produtos pra manter original e permitir usar gif
-... Ver mais detalhes  tirar ""..."" da descrição dos produtos
- adicionar filtros pagina inicial que tem em outras paginas
- instalar extensao login com rede social (face, google)
- corrigir forma de exibição do preço dos produtos
- nas variações dos produtos colocar opção de duplicar facilmente o preço de uma variavel nas outras (explicarei melhor com prints)Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Projeto  Plataforma Multi Atendimento Whatts App,"A  ideia  inicial do projeto e uma  plataforma  utilizando whatts web para  multi atendimento  plataforma  semelhante ao  zap.guru ,  tenho  preferencia por desenvolver o  sistema em  NODE JSCategoria: TI e ProgramaçãoSubcategoria:... Ver mais detalhes  ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioFunções necessárias: Desenvolvedor colapsar",R$ 2.700 - 5.000
Ajustar um aplicativo de mobilidade urbana,"1- preciso que mude o toque de chamada 
2- preciso que monte um painel mais completo para representantes dando a eles autonomias
3- parte do app passageiro carrinho não sai do lugarCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho,... Ver mais detalhes  atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Meio períodoFunções necessárias: Desenvolvedor colapsar",R$ 110 - 160 / hora
Front End Web E Celular,"Preciso de um programador / designer para criar um sistema de Backoffice da minha empresa que irá funcionar na WEB, Preciso somente do front end toda regra de negócios e acesso a banco será feita por api já criada. Preciso que a página funcione em pc e em celulares.  Todo o sistema já funciona... Ver mais detalhes  hoje em um software instalável em pc (windows form) precisamos criar a versão web. 
Peço que os interessados entrem em contato para que eu possa explicar melhor o projeto. Vou precisar de uma pessoa para criar o sistema e posteriormente dar manutenção e criar novas implementações.Categoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Criar um novo design personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Necesidad específica: OutroOutro webdesign: Criação de um WEB SITE de backoffice somente FRONT END, toda regra de negócios e acesso à banco de dados será feita através de API já desenvolvida. A página tem que funcionar em PC e mobile colapsar",R$ 5.000 - 16.000
Pequena integração,"Tenho um sistema em asp que eu preciso entrar com o a conta adm para liberar um pagamento, gostaria de ajustar a configuração dele para que o cliente que após pagar como o mercado pago a liberação do crédito seja feita automática.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance... Ver mais detalhes  do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor colapsar",Menos de R$ 50 / hora
Aperfeiçoamento de um bot para nike,"EU preciso de um bot que compre produtos no site da nike com uma rapidez de questão de milesimos.Eu precisarei editar o tenis que quero ja que axistem lançamentos no site que esgotam com muita rapidez, esse é o motivo do bot. 
Ja tenho um porem necessito do seu aperfeicoamento qualquer duvida pode... Ver mais detalhes  me chamar 
estou disposto a ajudar. 
Preciso q seja algo Rapido (3 segundos estourando quase)Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Unity Mobile App And Website Desing,"I need a Unity Project clone. Room design via website and VR monitoring from iOS, Android. A sample application and website will be directed. 
Project Details will be shared.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Criar um... Ver mais detalhes  novo aplicativoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioPlataformas exigidas: iPhone, Windows Mobile, iPadEu preciso: Criar um appTipo de aplicativo: Mídias sociaisPrecisa de back-end: SimGateway de pagamento: Não colapsar",Mais de R$ 16.000
Apps For Member Subscribe For View Video + Chat Room,"I would like to have Apps Platform like this ...Just Android and Website..For apple user may use Website 
Also have Chat Room..And Feedback Section.. I will upload at the feedback there.. 
Payment Gateway is Paypal and FPX malaysian payment gateway..Categoria: TI e ProgramaçãoSubcategoria:... Ver mais detalhes  Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioPlataformas exigidas: AndroidEu preciso: Criar um appTipo de aplicativo: Mídias sociaisApps similares: OutroPrecisa de back-end: SimGateway de pagamento: Sim colapsar",R$ 1.400 - 2.700
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
Teleorientação,"Plataforma de teleatendimento para meus pacientes em minha clínica. Para facilitar a atendimento de pacientes por aplicativo de pelo sistema Web .Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Personalizar wordpress,"Tengo mi tema instalado de wordpress necesito terminar de configurar y subir los productos, revisar los plugin si esta bien o si se necesita otros mas.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Desenvolvimento personalizadoIsso é um projeto ou uma posição de... Ver mais detalhes  trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc), Outros (Outras APIs) colapsar",Menos de R$ 270
Renovacao certificado Ssl Let's Encrypt,"Tenho 2 dominios em um vpd debian que esta com falha na renovação do certificado ssl. Preciso que alguém renove o certificado e veja uma forma de colocar a renovação no automatico. 
**Orçamento menos de 100Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto... Ver mais detalhes  ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",R$ 270 - 500
"Site, mais precisamente, uma plataforma, para uma agencia de turismo.","Eu tenho uma agencia de Turismo que oferece passeios e pacotes de turismo por toda a Austria. E pra esses passeios, existem os amigos locais, que acompanham os turistas brasileiros nos pontos turísticos. Eu gostaria de criar uma plataforma, onde esses amigos locais podem se cadastrar e os clientes... Ver mais detalhes  escolhem os passeios, os amigos locais, os pacotes, etc.. 
.Categoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Pequena atualização de um design existenteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Necesidad específica: OutroOutro webdesign: Criar um site do zero (detalhes por inbox). colapsar",Menos de R$ 50 / hora
Desenvolvimento de Interface Para Pabx Asterisk,"Desenvolver uma Interface Personalizada de uma Pabx, baseada em asterisk. Com personalizações específicas, identidade e logotipagem à escolha,.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de... Ver mais detalhes  trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioFunções necessárias: Designer, Desenvolvedor colapsar",R$ 2.700 - 5.000
Sistema de agendamento online,"Criar uma ponte (soft) que interligue duas agendas diferentes.
Ex: A agenda online de serviço de beleza que já esta no ar (ativa) que interligue uma agenda de um sistema de agendamento online para musicas, ex: Rádio Boss, Sam Radio, RadioDJ etc.
O objetivo é: Quando um cliente fizer seu agendamento... Ver mais detalhes  para um dia e horário especifico, automaticamente agendará também uma programação que irá ser executada no dia e horário que ele estiver no ambiente, causando uma experiencia única.   
IDEIA!Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
Software Defined Network (Sdn) and Mininet Project,"An early eviction strategy to evict the flow entries from flow table in SDN. It would be based on analysis of network parameters. We need to construct a relation between these parameters and eviction threshold, which is the value that decides the capacity of the flow table at which flow entries are... Ver mais detalhes  need to be evicted, to find the optimal threshold that minimizes the latency and packet loss. 
Having multiple switches (with multiple flow tables) and multiple hosts. For simulation we would use RYU controller - an OpenFlow controller, Mininet - a network tool for creating our network of hosts, switches, controllers and links. For packet capturing and analysis, we can use Wireshark. 
We would use OVS switches to test the effect of various thresholds values. OpenFlow protocol is used for communication between controller and OVS.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: MédioIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 500 - 1.400
Very simple Ocr extraction (using open frameworks or even Google Cl...,"Dear all, how have you been? 
I'm looking for a .Net Core Developer who can develop a simple example for me, extracting a code from images using a OCR. I do have a real example of the image. 
Requisites:
- Application needs using a c# Net Core 3.1
- We need to consider that we are going to upload... Ver mais detalhes  the picture. So, you can consider that you will have a url to get the jpeg file.
- We can use Google Cloud OCR or even a Open Framework for .Net 
Important:
- The attached file is exactly the ticket what is going to be used for the customers.  
- Interested people will need to tell us the technology which is going to be used.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",Aberto
